Name,Product,Informed consent,Privacy,Information security,Physical safety,Trust,Sustainability,Other
P85,Nike gym shirt,The user has to agree to be able to use (certain parts of) the system. They have to know what data is shared to which parties. This is often found in the Terms of Service (ToS). Adding a simple bullet point list which explains the most important parts of the ToS could help people to actually understand the ToS.,"Only share data that is necessary within the system. The smartphone app should not share more data than needed. For example, skin thickness is a data point that is not relevant for predicting diabetes. Therefore this data should not even be shared outside of the phone app.","Make sure everything is encrypted and anonymized when possible. Think of securing bluetooth and wifi connections, and database storage.",Anonymize data and remove data after a predetermined period of time,Clear communication is key. Build a reputation with your brand to ensure your users of your posotive business practices. Perhaps make honestly part of one of the main selling points of your business (high transparency is not the norm).,How is the IoT system implemented? Does the whole shirt get thrown in the trash when one part malfunctions? Can we repair the product?,"Manufacturing in a more ethical way (wage, location, etc.)"
P86,Hôtel Première Classe,"Getting the hotel guest‚Äôs signature to give permission for recording their data that is needed for the IoT system can be easy, by just adding a clause to the contract that they are already signing. However, quite often people don‚Äôt fully read the contract they sign. Therefore we can say that in this case the guests give assent, but it is not informed consent as they are not aware of what they give consent to. In order to make sure that the users know what they give their consent to, an additional form can be asked to sign which clearly and shortly states what data is collected, how it is collected and what it is used for. ","Privacy is a general concern in any IoT system, as they all center around collecting user data. This case is no different. People should be free to do what they please, so long as they don‚Äôt break any laws or rules posed by the hotel. By integrating four sensors in each room, data is collected about the area of the users on 4 different parameters, at all times. Now, the smoke sensor is most likely not going to infringe on privacy, as they only collect data that is not directly generated by the user and they are considered standard in (hotel) rooms all around the world. The same arguments are true for the temperature sensor, as they can be found in any room that has airconditioning (= most hotelrooms). Although the movement sensor does collect data that is generated directly by the users, it only detects IF there is movement, not to where or who moves. Beside, movement sensors have been used in hotelrooms before, so I don‚Äôt see a privacy risk in them. 

The sound sensors do raise privacy concerns. They collect data that is directly generated by the user, and this type of data (i.e. sound) is especially sensitive. In order to not infringe on the privacy of the guests, two options can be implemented. The first is that the sensor must be used in such a way so that conversations cannot be understood, yet the parameters that are needed can be collected. I am not a sound expert, so I don‚Äôt know if that‚Äôs an option. The second option is following the protocols of for instance Google Assistant or Amazon Echo. They are in principle always listening, but (say that) they are not recording and storing the conversations they hear. 

To further mitigate the risk of infringement of privacy, I have chosen to only show the staff members status updates, instead of seeing the values for each sensor in each room. This way, only if the computing hub detects a problem the staff can see what it is.
","As said before, some of the data that is collected might be sensitive, and thus could be bad if it were used for purposes other than intended. To mitigate this risk, the sensors in the system I propose only sends out the raw and unrecognizable data, through technologies like LoRa or RF, which cannot be hacked through the internet. Only the computing hub is connected to the internet, but that will only send status updates, not the data from the sensors. 

Like almost all internet-based IoT systems, hacking is also a concern in this system. Malicious hackers could get access to the computing hubs and then have acces to the (raw and unrecognizable) data. I think that the implications for such a hack would be limited, as the hackers wouldn‚Äôt know what the data means. 
","The proposed system is in part designed to let staff know if any possible dangers arise in a hotel room (for instance fire or a fall). This means that the system will actually be benificial for physical safety. The system does not contain any (moving) actuators like door locks, so that also drasticallt decreases the risk of physical harm to the guests and staff. ","If we look at trust in the sense of reliance, concerns are present but not very great. The proposed system in principle replaces a human staffmember. If the system would (partly) fail, then it can be replaced by a staffmember until it is fixed again. Although it might result in extra cost for the hotel, it does not change the experience for the guest. 

We can also look at trust in the sense of goodwill: if we believe that other people are treating each other with goodwill (Allhoff & Henschke (2018). This raises some concerns that might possibly come from guests. They are aware of the system and are aware what data is collected and how it is stored (through the extra form, as explained in ‚Äòconcerns regarding informed consent‚Äô), but do guests believe that? Or do they feel that they have been lied to, and that other people (i.e. staffmembers) will use the information gathered in their room maliciously? A way to mitigate this can be by creating a sort of transparency in the system. What if guests could see what data from their respective room is being sent to the cloud? Maybe this could increase their trust in the system and show them that their data is secure. 
","The main issue regarding sustainability in this system is energy consumption. Each room has at least five active components (four sensors + one computing hub), which all consume electricity. Modern communication technologies like BLE use significantly less energy than their predecessors, and the PIR sensor could also be used to lower energy consumption by turning off lights when there is no movement. But, the hotel will probably still use more energy than one without such an IoT system. 

It also has to be noted that the electronics might use critical materials, which can drastically increase their environmental footprint. 
","The functional prototype can distinguish a female voice from a male voice. While some might say that this can be used to ‚Äòguard defenseless women from bad angry men‚Äô, I think that this is an overly stereotypical view on society, and I don‚Äôt think it is ethical to use the distinction for this purpose. There are many more instances where male and female guests get along perfectly, than instances where female guests are intimidated by male guests. Of course this is still a great concern and actions need to be taken to lower this risk, but I just think that using a voice detection is much too superficial to detect these situations. "
P87,Smart cabin,"Informed consent deals with two parts. 1. The user confirming or affirming and 2. them being informed. The degree of information they should be the why and general how but not go as far as the answer to the deeply technically how-question. In the system I designed the user should be informed of the type of data which is collected (seat pressure sensors, general cabin sensors (the data can not be linked to people), and the necessary data of the device connected to the smart cabin > user‚Äôs phones). Explaining the why should be easy. The moment at which this information is presented to users and they are asked for their consent can be done at two instances: 1. When the user buys a ticket online. 2. When they are on board and connect their phone to the smart cabin network. If at any point they do not consent the user/seat specific data is not gathered and used. 
","As with many IoT systems, privacy is the largest ethical concern, so much so that, just like I mentioned in the presentation, I did not include many sensors which monitor users personal data or even biometrics. Only pressure sensors are used which give a real time update on how long the user has been seated and an estimating whether they are asleep or not. Connecting a device to the smart cabin does give the system information on the type of device which is connected. Theoretically this information could be used in estimating a passengers income and be used to scale prices differently but I have no such intentions. Lastly, the passenger manifest contains quite a lot of personal data. This data has been supplied by the passenger to the airline, however this data is quite personal and is used to try to align passengers with certain passenger profiles. Benefits include: In flight entertainment automatically selects the right language, gives you certain recommendations (does not recommend kids movies for adults for example). Users might however not like that this system knows quite a lot about them, more than I initially expected.","The smart cabin concept allows users to tap their phones to quickly connect to the smart cabin system. No passwords are required. It is often the case that making something more information secure creates more barriers of use. I have opted to lower these barriers considerably when designing the system. Other passengers could easily tap their phones on another seat and take control of that seat's lighting, air conditioning and order drinks to that seat. However, this is about the extent I expect this to be able to go. When a passenger is logged in to the smart cabin from their seat their personal information from the passenger manifest should not be visible, not even to themselves, that way no one else can access the information. Only when the plane has landed will the data from the flight be sent back to the airline cloud server to improve the model and the new passenger manifest will be loaded in. This data should naturally be encrypted as I expect all data from these already existing servers to be.
","Ethics concerns regarding physical safety in regard to the context of the smart cabin have more to do with the broader context rather than individual physical safety. One of the aircraft wide concerns would be what would happen in the event of a system failure. If systems are too interdependent this might be disastrous, therefore I have advised that flight control systems must be in no way connected to the smart cabin just like in flight entertainment is not connected. These concerns are not strictly ethical but rather proper design. I can not identify purely ethical concerns regarding physical safety.
","The smart cabin concept system should try to gain users' trust by clearly showing the passengers its intentions, for instance via the informed consent information. The passengers should have no doubt that the system is primarily designed to increase their well being aboard. This vision should be made very clear to them. I do not see any clear concerns regarding trust as long as Boeing does not commercialize the system too much. If the goal of the systems seems to be to increase in-flight passengers purchases I would immediately lose trust as I would see their intentions as insincere, this should therefore be avoided.
","My implementation plan calls for several NFC readers/sensors to be implemented into the seat tables, multiple pressure sensors into seats and a lot of data being sent to and from servers. Electronics are unfortunately not easily recyclable and have bad end of life potential and sending huge amounts of data cost a lot of energy. Both are quite negative however
",None that I could think of. The article on foundational ethical issues with IoT was quite interesting.
P88,Corona Certificate,"It is important, once a vaccination passport is going to be used, to inform the users about the relevant information that is shared and with what parties. The users must know what they are assenting to. For example, the extent of protection conferred by vaccination, particularly against new variants, is not yet well understood, nor is the potential for viral transmission by people who have been vaccinated. This has more to do with the virus itself, but inevitably leads to the same questions when considering getting a vaccine and thus a vaccination passport.","Antagonists mainly see problems when it comes to privacy. Such a vaccine passport could, for example, divide Europeans into people who are healthy and who are not. It could also lead to more health checks. The medical data will be stored in a secured way according to the GGD.  Recent dataleaks show otherwise, which questions the privacy.","The data that is used to alarm people when an infected person was in their presence for a longer period of time is encrypted in codes. These codes store limited information and are randomly generated, the application doesn‚Äôt know who or where you are. This is a great form of security, using only Bluetooth to define the distance between people. 
However, looking at the bigger picture, there are some problems regarding information security.
The private data of millions of Dutch people from the IT systems used at the GGD were illegally traded on the internet. Fast implemented measures may lead to weakened security. 
","No physical (moving components)  actuators are used in the described system so this is no potential form of harm. 
The app might give a false sense of security and make health agencies and policy makers over reliable on them, which could lead to a lack of setting up strict rules.
Proving that you are vaccinated leads to a safer environment, since gathering of people will be safe again, without the risk to spread the virus.
Looking at it from the other side, antivaxers  still issue the safety of the vaccine and believe that it consists of substances that might hurt the body.
","On political level, lots of promises were not kept regarding the relaxation of the measurements. This harmed the trust of a big part of the Dutch society. Not only the government, but also the GGD caused trust issues. ","Regarding sustainability, vaccine passports will allow the majority to travel again, go back to work, and re open their businesses. Traffic levels are down,  resulting in a huge reduction in air pollution and emissions of gas caused by the economic disruption caused by COVID-19. ",
P89,Nike gym shirt,"The Nike shirt collects a high amount of personal data. When worn, it sees the current biological data (and also keeps a log of this) coupled with geographical data. Additionally it tries to identify potential health risks and your current status for these. If this data is made public in some way, it could mean (for instance) reduced job chances and a more expensive health insurance.

As Nike has a name to uphold, and does not immediately benefit from this data, I think the terms and conditions should be clearly summarized, so that the users knows what could happen with it. Additionally the main points could be placed on the box, as to offer transparency into what they buy.
","Again, as this is very sensitive data, and Nike does not immediately benefit from having it, I think all data should anonymously saved and definitely not shared with third parties. The reasons were discussed in the aforementioned part.","I think the two biggest concerns regarding security are confidentiality and access

Confidentiality:
As the data is sensitive, the data should not be saved in plaintext on the device, but encrypted in some way. The same is the case for sending the data, or when it is saved in servers

Access control:
Maybe it is a good idea to force users to lock their data. When they would want to access, biometrics would be needed (which most phones have). This would be to protect your sensitive data in case that your device would be stolen.
","I think an issue could be that, while using the shirt, others could possibly intercept the Bluetooth signal and read your data. While I don‚Äôt think it would happen often, it is something to think about","It is easy to trust a big brand as nike. This is why, as I already explained, i think it is important that the terms and conditions should be clearly summarized.","This shirt is not particularly sustainable, as it has a lot of electronics and thus precious metals in it. I personally do lots of sports, and know from experience that gym shirts don‚Äôt survive for very long. Compared to for example a smart watch, that is worn more often and I think has a longer life span, this shirt would be quite wasteful I think. Interesting research topic.",none
P90,Nike gym shirt,"Because the data measured in the t-shirt is shared via Bluetooth, the is no informed consent needed when only wearing the t-shirt without connecting it to the app. 
However when connecting the t-shirt to the app, the user should be informed about the data sharing. Most importantly the medical data that is sent between the app and the doctor. Diabetes pedigree function is the most personal data, since this is about the amount of diabetes patients in your family. For this number also information about family members is needed. The user of the app should be informed about the data that is shared with Nike and the data shared with the doctor.","The user should be asked if the outcome can be shared with their doctor. Nike maybe could get access to the data if it is made anonymous to train and improve their algorithm. 
As described in the paper about Ethics on IoT, the user that test positive should not directly get advertisement that are interesting for diabetes patients. Or worse, sold the health insurances companies, that then know more about the physical conditions of customers.","Since the only sensor in the t-shirt  is the blood pressure sensor, so that does not collect data of the environment. Maybe the heritage is needed to make a good prediction. In the data set only data from female 21 or older with a Pima Indian heritage is used at the moment. So it should be investigated it heritage has an influence on chances of having diabetes. But harritage does not directy say something about your envirionment.","The sensors in the t-shirt with have contact with the skin, so these should be tested extensively if they are safe to place directly on your skin. Since Nike is a sports brand, it should also be safe to wear in warm and wet conditions. ","Nike is a really famous sports brand, so nobody would say it is a medical brand. Also diagnosing a disease by using an app does not currently exist. So it will be a challenge to gain trust by the user. That is why I have chosen to involve a doctor when the result is positive. Firstly, or to check whether this is really the case. Second, to be able to help the user better when they really have diabetes.","The clothing industry is already known for their low sustainability. Recycling clothes is very difficult. Now also electronics are added which makes it even more difficult to recycle the t-shirt.
The shirt should be easy to wash without damaging the electronics. It should be possible to remove the electronics easily.
Also the shirt is only used a few times, since you do not want to have a diagnoses every day or week. So the user will use the shirt only once in a few years. I would suggest to add features so the t-shirt can be used weekly. ",
P91,Nike gym shirt,"With the Nike shirt (I chose a shirt for my case), there is personal data that is being collected and that is being used for an algorithm. The user in question thus needs to be aware of the data that is being gathered and for what purposes. When being aware and knowing the purpose of the gathered data, it could be said that giving the user the choice for this data being collected, would be the right thing to do. Of course, the more data that is gathered, the more the algorithm would be able to help people but this should not stand in the way of personal choice.","Concerning Privacy, it would of course be important that the data would not be readable by more parties than the user in question consents to. This is why in the IOT, I mentioned that a private cloud would be recommended). Next to this, the user should be able to change the Privacy settings any time. Privacy is not only about giving away data but also where it is being stored etc. ","In order to ensure Information security, encryption can be used to prevent an information leak. In the paper survey there has been mentioned that encryption is not the ultimate solution to ensure this because of metadata. For this case, authorities need to put the clear boundaries to ensure Information security is being kept from a legal point of view since technically it seems harder to achieve because of for example metadata. ","The Physical safety of the product is not as serious as autonomous vehicles but if the motion sensor would be included and it accidently would register a hand movement for turning up the volume, this could have some effects in the sense of not hearing a motorcycle coming when you are crossing the street without looking etc.. So there are some concerns but the only sensor in my IOT that has an effect on the physical world is actually the motion sensor since I intended to design the Nike shirt as an 'information gatherer' rather than a 'regulating unit based on the gathered information'. ","The user could lose its trust if certain parts/ promised functions/... would not work. If their expectations are being crushed. In order to prevent this, transparency can be a helpful factor. The algorithm is for example not 100 percent trusthworthy and this is worth a mention. A warranty can also be a good way to build trust, the company promises that it will work and if it doesn't (you cannot rely on the product), it can be interchanged without a problem so the company keeps its promise. In the Nike shirt this aspects could also be integrated in order to alleviate the trust concern. Nike recently also did not pay its taxes which makes the user disappointed in the good will of the company and makes her/him also lose trust..","The ethicality concerning the Sustainability of the Nike shirt, electronics would create a lot of E-waste which is a big aspect to be concerned about. Not only on planet aspect, but also people aspect, electronics are not collected in the most ethical ways. ","The lack for a clear direction. Ethics are complicated but when applied to IOT or a system in general, it becomes way more complicated and certainly the causal networks. Even informing a person and asking consent can not be enough when the person in question does not have the capacity to understand the possible consequences and can not grasp the possible severity of the situation etc. The user is not being discussed in this, while it also plays a central role in Ethics. Does the user find it immoral or useful (as for example giving info to an algorithm for the 'greater good')? Is the user in a state to fully agree with the consent request? "
P92,Smart cabin,"Due to the presence of many interconnected smart systems, the user must be informed that their data is being collected to increase their comfort and that the data collected will be used to train the machine learning models. The user must also sign a User License Agreement (EULA) and must be given an option to opt out of the service.","‚Ä¢	Personal information such as body temperature, body movement, heart rate and sounds are collected to monitor the comfort of the passenger, and they are linked to the passenger‚Äôs personal details. This makes the data personable and identifiable. 
‚Ä¢	Body temperature, muscle movement and heart rate data are extremely valuable to big pharma companies in creating their own products and services using the personal data of the passengers and their health data. When using the AVIATAR data system, there is a possibility of this data being sold to make profit.
‚Ä¢	Even if these issues could somehow be circumvented, when the user connects their smart devices and wearables to the system, there is very little done to prevent those devices from accessing the collected data as well. These pose a major issue regarding privacy.
‚Ä¢	Data that is collected and processed must follow the GDPR and other local data privacy laws. As they can change when you leave Europe, this makes it very complex.","‚Ä¢	Since the proposed IoT architecture uses LAN and has a central server on board, the security protocols must be robust and comprehensive to ward off any attacks to the network. 
‚Ä¢	If a device with virus and other malware is connected to the network, it could affect the entire system.
‚Ä¢	Devices which are connected to the system can be used to breach the firewall to collect the data that is being gathered and hack into the flight systems.","‚Ä¢	Photoplethysmography can potentially cause burns or itches in some people and cause physical harm.
‚Ä¢	The sensors could overheat or malfunction physically and set fire to the upholstery of the seats.
‚Ä¢	The sensors can malfunction and recommend the wrong intervention such as give tea to a guy who is suffering from a heart attack.
‚Ä¢	Since there are no actuators in this system, there is no cause for alarm from that.","‚Ä¢	The machine learning model offers predictions and suggestions based on the processed data. Since the data is acted upon by the flight attendants, the user must trust that model has a high degree of accuracy.
‚Ä¢	The passenger must trust that the best sensors are being used to monitor their comfort levels, and that they have a low failure rate.
‚Ä¢	The passenger should trust that there are enough cybersecurity protocols in place to ensure that the system can withstand cyberattacks.
‚Ä¢	All the information processed is being done by both the airline and the data processing server. The passenger must trust that their data is in good hands and will be processed and disposed responsibly.","‚Ä¢	The hardware components could be manufactured in third world countries where there is no labour protection and safety. By using components sourced from such countries, we support this discrimination.
‚Ä¢	Software experts and customer service people work long and arduous hours. If the system is not good, they would need to spend more time working on it thus leading to bad physical and mental health.
‚Ä¢	All the hardware components are electronic. They should be responsibly disposed so that they don‚Äôt end up in a landfill and contribute to the global carbon footprint.
‚Ä¢	It takes power to run these systems. We must ensure that this power comes from renewable sources as much as possible to protect the environment. 
‚Ä¢	In the name of saving costs, substandard components must not be used in the system.
‚Ä¢	To increase the company‚Äôs profit, the company must not sell user data to other companies or use them for other means. ",
P93,Permobil connected wheelchair,"An informed consent is certainly needed. The data collected is very personal and a lot of information can be extracted from it, telling you something about the user‚Äôs behaviour, even though the user might think of the data collected to be not that interesting. Permobil should therefore be transparent about this and clearly explain what all the data collected means. Doing this in text might however be an issue as the text might be using too many difficult medical terms or jargon. 

Although, with the informed consent, both the patient and Permobil each play a role formulating an acceptable plan for the medical care, Permobil cannot subject patients to certain perioperative tests without informed consent. They should therefore engage the patient in a discussion about the patient‚Äôs medical condition and ways of monitoring using the wheelchair. The goal of this discussion is then that the patient makes an informed decision about his or her use of the wheelchair. The most important thing then is that the informed consent is not a signature on a document; it is a dialogue with the patient that occurs before the patient signs a consent form. ","As also stated in the previous answer, the data collected is very personal data. This nevertheless is required as it is also a very personal problem. The trade of needs to be made between functionality and privacy as the system needs a lot of data to function properly. The patient must be convinced that the benefits are worth the data he/she is giving the system. Possibly the vital and medical data can be anonymized; Peter could just be customer #2253. Data privacy for the wheelchair furthermore refers to freedom from unauthorized access to private data, inappropriate use of data, accuracy and completeness when collecting data about the patient by technology, availability of data content, and the data subject‚Äôs legal right to access the rights to inspect, update or correct these data. All these are issues that should be carefully investigated.  ","There can be treats at 3 different levels: device, network & cloud/server. The principle of information security: CIA (Confidentiality, Integrity and Availability) all have to be clearly addressed and possible attacks should anticipated, this should be transparently communicated to create trust.  ","Obviously all the electronics used should be safe for use in different environments; the movement sensors on the wheelchair should not catch fire if all of a sudden it starts to rain. Also, the influence of the radiation from all the devices constantly being around the patient should be investigated as some patients might question whether or not that is healthy. ","‚ÄòA trustworthy party is one that will not unfairly exploit the vulnerabilities of the other party in the relationship.‚Äô There should therefore be honest, transparent and clear communication as the patient might doubt about whether or not the companies interests are aligned with his/her own. Permobil is however an established brand that is competent to deliver on commitments. Nevertheless, the further removed individuals are from the locus of the relationship, the complicated trustworthiness becomes. So although the caregivers might be close and might create trust, also Permobil, operating the system, should stay close and aware of their patients. 

Lastly, Permobil should make use of European chip and sensor manufacturers. Asian ones are expected to be a lot less secure than those produced in the EU, because the EU sets high standards and has compliance mechanisms in place to make sure sensor producers measure up to these standards.","The next generation connected wheelchair makes great use of sensors. These sensors however require rare metals. The wheelchair furthermore also requires quite a lot of energy and lastly the electronics are packed with toxic chemicals such as arsenic, lead and poly-brominated flame retardants and are incredibly costly both to extract as well as recycle; the latter especially because there are not enough recyclers. These are all concerns that should be investigated carefully to see where they can be improved and otherwise minimized. ",
P94,Smart cabin,"The informed consent must be kept as short and comprehensible as possible to be sure that the user will read a fully comprehend it.  It should be more focused on the use of the user's data rather than technical aspects. The users should be informed that their data can be stored and used to predict customer behaviour and improve the service within the flight. However, it's also important that the user is informed that the data are anonymous and cannot be sold to third parties or linked to the individual to know, for instance, how much she/he slept or drunk. ","I decided to use alternatives systems to cameras in order to avoid unnecessary acquisition of images. It is important that all the data collected should be anonymous, and not sold or used by third parties. However, should be noticed that can be easy to date back to an individual using the flight's ticket.","Since the data are anonymous information are not particularly sensible and requirement about information security are not high. Using an ethernet connection to communicate from the single seat to the central system of the plane should be more secure than WiFi, if the data are later stored and elaborated in an external server it should be secured and accessible only by the company. If the company in the future wants to provide a personalized service, for instance, an app to make the user able to select his/her favourite seat preset, another layer of security should be added and the user should be reminded of change often sufficient complex password for the app. The security should be well balanced and should not compromise the user experience.
","All the actuators in the system should avoid any physical hazard for the users, for instance, the servomotors to put in position armrest should use just the sufficient force necessary to move their weight stopping their movements if someone interferes with them, this is particularly important for children. A plane is a complex system with and any type of interference should be avoided for this reason it's better to avoid when possible WiFi connections.","
The reliability of the system in synergy with the human sensibility of the crew's member can create for the users the feeling of having their need anticipated and fulfilled, building trust in the system and in the company.","I decided to use an ethernet connection instead of WiFi to avoid additional interferences in the plane's network. However this choice has some drawback from the sustainability standpoint, in particular, it will create more electronic waste at the end of life of the plane.
",
P95,Permobil connected wheelchair,"Since the wheelchair architecture not only collects medical data from the user but also uploads it to the cloud and shares it with the healthcare facility, having the patient's informed consent is essential. However, in this case the patient might be more vulnerable due to existing health conditions. The question as to how capable the patient is to decide upon this might arise, and the decision could be delegated to the caregiver.
Furthermore, as the patient's condition evolves, it is very likely that their privacy preferences do so too. It is therefore essential that informed consent be given in a dynamic way, and not just required once, at the beginning of the service.","As for the data collected from the user and the privacy implications. For the wheelchair, it becomes even more complex, since the data is of medical nature. Medical privacy is of special importance for most patients and this kind of data is considered sensitive. There is a large debate on Big Data sharing in health, on how to balance the patient's privacy rights with the  benefits of data sharing for science and health.
The privacy of the patient is also important in the patient-caregiver relationship. How much information should be shared with the carer and how much should remain private? Who decides this? The same for the healthcare institution.","In this case, the proposed system architecture uploads the data periodically to the server of the corresponding healthcare facility, making it vulnerable to a cloud server attack . It is strictly recommended that this flow of information be done following the regulatory guidelines for a medical app and not a ‚Äúwellness app‚Äù. Since medical apps follow stricter legislation as they handle sensitive data.","One of the main goals of the connected wheelchair is to increase the patient's safety. However, it does so by monitoring the healthy status without the constant supervision of a healthcare professional.  Lack of accuracy or a biased algorithm could therefore result in a wrong diagnosis or an overlooked health risk. This poses the question of, who has the responsibility if the algorithm fails?",The same can be said for trust. An overreliance of the patient in the system architecture could lead to a misdiagnosis or a wrong judgment without the opinion of a healthcare professional.,"The IoT of the connected wheelchair increases social sustainability. By monitoring the patient's healthy status and predicting potential dangers, without the constant need of a carer, the patient's independence increases. This is positive in that not all users can afford the cost of a carer, therefore allowing the monitoring of a larger scope of individuals that potentially couldn't access this kind of care otherwise. Furthermore, the increased independence can lead to larger inclusivity of physically impaired users.",
P96,Smart cabin,"Generally it would be interesting for Boeing to want to gather the general temperature, sound and movement information for statistics on differences between plane rides etc. This could pose problems if people are not correctly informed about this in advance. Also because there is a camera visible in the design this could raise some questions for passengers, which before takeoff should be stated and agreed upon through the screen.","Regarding privacy the concern is that I am using an Infrared camera, and although this system cannot easily detect people, there is a certain range of personal information which can be extracted from it, such as gender and body build. 
Next to this the possibility to gather all data should also be strictly anonimized.","Regarding information security the risk lies in the plane being on or close to land, or to another plane. The risk of the information streams interfering and sharing unwanted data is there, as well as the risk of people to steal the data on purpose. ","Physical safety could be endangered when the actuators of the system could lose control. For example in the speakers, as they are very close to the ears it is unwanted that these make loud or high pitched noises.","Regarding trust a problem can occur when on the one hand the noise cancellation does not work and only amplify the noise. Also for the movement sensing if the people are woken up when they are sleeping this breaks their trust in a relaxing flight. 
Finally trust can also be broking because of the visible Infrared camera, if people are not clearly informed what it is for and how it is helping the people.","Generally regarding sustainability the question can be raised whether it is good to place a lot of sensors to measure stuff, if people are capable of asking for what they want (e.g. with the temperature). Also when it comes to the sound it might be way better to just let people put in earplugs, and as most people already have noise cancelling devices themselves there might not be that big of an addition in adding it into the plane, as it is not very sustainable. ",
P97,Smart cabin,"The cabin should asks informed consent for the acquisition, retention, and sharing of personal data, and this process should be done before the flight.The ‚Äúend user license agreement‚Äù (EULA) should be contextual and flexible, meaning even if the user changes his/her mind, they should always have the possibility to make changes in their consent. 
On a whole, the informed consent should be designed easy for users to understand what they are signing.
","Privacy in Europa is regulated by the GDPR. Therefore the system should have an updated privacy policy. In the policy it should be described how they collect and use health-related data. The system should only collect relevant data (not registered adress e.g.). 
- Not sharing personal data with other flight companies or organizations without legitimate interest
- Not sharing or sell personal data for marketing purposes

Downside: System requires huge number of sensors and communications between devices and gathers big amounts of personal information to enable the desired service. That information can compromise on an individual's privacy","Information security plays a key role to ensure privacy, informed consent, physical safety and trust. There are possible threads like hartware attacks, or distributed denial of service (DDoS) attacks. This is especially endangered if users use too easy passwords and do not change them regularely. 
Even if data is encrypted, metadata can nevertheless reveal pertinent details.Smartphones are potentially in communication with remote and opaque data receivers. 
Data could be sent to producer's servers for analysis, without clear or obvious consent from the users.
- Providing more information security is costly and often not considered.
- High information security also compromises effective and easy use.",,"-To build trust in the IoT system it should work seamlessly and safely. That means that individual components should work reliably, the networks of components and operators run as promised and the user feels comfortable that the overall system is providing the desired results.
- Trust can be endangered if services in the past did not work out as expected, the flight company does not show motivation for the users' best interest",,I can't think out more...
P98,Smart cabin,"With a smart seat, the comfort/wellbeing of passengers are monitored and based on their state, a decision is carried out on the passenger. It can be equated that the health of the passengers are monitored. In the same vein, when doctors treat patients, patients must have informed consent which includes documentation of consent, competency and decision capacity. Informed consent is important to avoid unethical bias and to promote autonomy.","As cameras may be used as part of the new smart system, passengers are understandably concerned about their privacy. The faces of the passengers should be blurred and their personal information should not be stored. The airline should also ensure that the cameras are marked clearly and display warning signs so that the passengers are informed. The concern is that there might be unauthorised access to the data and the data may be used inappropriately. However, an airplane cabin is a public space. Therefore, it can be monitored without any privacy violations.","Expanding on the previous concern on privacy, information security is closely tied to it. The smart seat would be collecting a lot of personal data on the passenger. The data would be uploaded onto a remote server so that analytics can be run and improve future experience. This data should be encrypted or protected, and should not be stored. Any data that is on a remote server (on the cloud) is open to potential cyberattacks.","When designing anything, the physical safety of the users is of paramount importance. Though the design may be spectacular, if the safety of the users is not considered, then it should not be implemented at all. The question is whether the design is worth harming any human life. If companies were to ignore physical safety, ethical concerns aside, they may face legal and social trouble.","Trust is an ethical issue because it guides decisions within organisations. With trust, everyone (customers, companies and other stakeholders) are able to decide more ethically. As IoT can be considered relatively new, many consumers would naturally be wary. Their trust should not be abused in order to launch IoT to a next level.","More technology has to be used to implement smart seats in an aircraft. For the sake of improving customer experience, the amount of potential e-waste generated has been increased. Air travel already contributes a big carbon footprint and this could be adding to that. Care must be taken to ensure that the new system contributes positively or as least negatively as possible to the environment and people.",
P99,Smart Home,"Visitors that don't want to be observed by security cameras or other sensors can't express their objection. Because they aren't aware of being observed, or they have no possibility to. ","Sharing data with energy providers is a private insight, habits can be derived from this for example. Furthermore, within the people having access to certain smart home features, privacy can become a major issue. With a smart home system, it becomes very easy to spy on people (esp. living within the same house)","For technologies like facial recognition, biometric data needs to be given and stored. This data can not (easily) be altered, once it is compromised (finger print, face, voice, ...).
A smart home will generate a huge amount of data, which can do a lot of harm in the wrong hands.","Running devices remotely can become very dangerous. For example, if they malfunction: Turning on the stove remotely, but then getting stuck in traffic, food catches fire, ...","Who can I trust with the data and access of my smart home system? How much can I trust the system itself? What if someone get's access to it? Would I even notice it?
How well do the security protocols work (dlib has a reliability of 99.8%, but using a picture of someone works flawlessly)
If I am staying at that house, can I trust not to be spyed on?",IoT Devices need constant energy supply. They need to be manufactured and they have an end-of-life. Their life cycle raises many questions about sustainability.,"A smart home raises many ethical questions. I think even today, most problems still speak against connecting everything in your house. I mean, can we even trust our voice-recognition smart speakers?"
